user,Inception,The Shawshank Redemption,The Matrix,Interstellar,Pulp Fiction,Avatar,Jurassic Park,Forrest Gump,The Godfather,The Dark Knight,Star Wars,Titanic,Gladiator,The Lion King,Fight Club,Casablanca,The Lord of the Rings,The Avengers,Eternal Sunshine of the Spotless Mind,The Social Network,Black Panther,La La Land,The Grand Budapest Hotel,Blade Runner 2049,The Incredibles,Toy Story,Gone with the Wind,The Silence of the Lambs,Shutter Island,The Revenant,The Breakfast Club,The Princess Bride,The Godfather Part II,The Big Lebowski,The Good Dinosaur
user6417,2,1,3,1,4,5,3,3,1,2,2,5,4,2,2,5,3,3,2,1,2,5,3,5,1,2,2,2,3,2,4,4,3,5,3
user6418,2,5,3,4,4,2,1,4,1,1,2,2,3,2,2,5,2,2,1,1,3,2,2,1,1,4,1,4,5,4,1,5,5,5,5
user6419,4,5,1,1,1,3,5,1,1,1,4,5,5,4,2,5,2,2,4,1,3,3,1,2,5,5,3,5,2,4,2,3,3,3,5
user6420,3,2,5,5,1,3,5,1,4,1,1,2,5,1,2,3,3,5,4,4,4,1,2,5,5,5,5,4,3,3,3,3,3,2,2
user6421,1,1,3,4,4,5,2,1,5,4,2,1,2,3,4,5,5,4,5,2,2,5,2,5,5,4,2,2,1,4,2,1,1,1,4
user6422,4,1,5,4,4,2,3,4,2,2,1,4,5,3,4,3,4,1,3,4,1,4,5,4,1,2,1,2,1,5,4,1,3,4,1
user6423,2,2,2,5,3,4,5,4,5,1,4,2,1,5,3,4,1,5,1,4,5,2,2,1,3,4,3,3,2,4,3,2,5,3,4
user6424,2,2,4,1,2,3,5,4,4,2,3,2,3,2,4,2,2,4,2,3,4,2,2,5,5,2,2,4,1,3,4,1,2,2,5
user6425,2,3,5,5,1,3,3,4,2,2,5,4,2,2,4,5,2,2,5,2,3,5,4,3,1,4,4,2,5,2,4,2,1,3,3
user6426,4,4,4,5,5,4,4,4,2,2,4,3,4,2,5,4,4,1,2,3,1,1,2,4,2,1,2,1,1,4,3,4,3,4,3
user6427,1,1,5,5,3,2,5,4,2,5,3,5,4,4,2,5,2,2,2,5,2,4,2,2,4,5,1,2,4,1,1,2,2,2,5
user6428,5,5,4,2,5,1,2,2,1,2,2,5,1,5,3,1,2,4,2,5,5,5,5,1,1,3,5,1,1,3,4,4,4,2,3
user6429,5,2,2,4,3,5,1,1,4,5,3,5,2,4,5,2,5,5,4,2,5,4,5,2,1,3,5,1,5,1,3,2,3,1,2
user6430,2,2,4,5,5,5,3,5,4,3,5,1,1,5,2,4,4,5,1,3,2,4,5,5,5,4,4,5,1,5,3,1,3,5,1
user6431,5,2,4,4,4,2,5,1,4,2,2,4,5,5,2,1,3,3,4,1,3,5,4,3,1,4,1,2,1,3,2,5,4,3,1
user6432,4,5,5,5,5,1,5,3,5,1,5,4,4,1,3,2,2,1,1,1,1,5,4,4,5,4,2,2,4,3,3,4,5,2,2
user6433,4,1,1,2,1,4,4,1,4,5,4,3,3,1,5,5,1,4,2,5,3,1,3,1,1,1,4,5,2,3,3,3,2,3,3
user6434,3,1,4,4,4,2,1,3,1,1,5,4,3,5,2,3,3,5,1,3,1,5,1,5,2,1,5,1,4,5,4,2,3,2,2
user6435,2,4,5,1,3,2,4,1,3,2,2,1,4,5,2,2,2,5,1,1,3,2,2,4,1,3,2,2,4,4,2,4,5,4,2
user6436,5,4,3,3,1,2,3,1,4,3,2,3,3,1,1,3,4,5,4,3,3,1,5,3,3,5,1,4,3,5,1,1,1,3,4
user6437,5,1,1,1,3,2,4,2,5,2,2,3,5,4,2,3,2,5,2,1,1,1,4,3,2,5,3,2,2,4,1,4,4,5,5
user6438,1,3,2,3,3,3,5,1,2,5,5,4,2,1,5,5,3,2,1,4,2,2,2,1,2,1,5,1,5,2,4,4,4,3,4
user6439,2,4,1,4,4,3,3,4,3,1,3,1,2,4,5,2,4,4,4,4,2,1,4,2,4,1,1,4,2,1,2,1,5,1,4
user6440,4,1,2,4,4,4,5,1,4,5,1,4,4,1,2,4,5,4,5,5,5,5,1,1,1,2,1,5,5,3,1,3,4,3,1
user6441,5,1,5,3,1,4,5,5,5,5,5,3,5,4,4,2,3,5,2,4,1,4,3,2,1,2,2,5,4,4,2,2,1,4,2
user6442,3,2,5,5,5,4,4,1,3,2,1,1,1,4,3,1,5,1,3,3,5,3,3,2,1,3,1,3,4,2,3,5,2,1,2
user6443,4,4,1,4,1,4,2,1,1,4,5,2,2,4,5,4,5,4,1,4,3,3,1,4,3,4,4,2,5,5,3,1,1,5,1
user6444,2,5,5,1,1,5,1,4,3,4,4,3,3,2,3,1,4,4,4,4,5,2,5,3,2,2,1,1,4,1,5,2,4,5,1
user6445,1,4,1,4,2,3,5,4,5,1,1,1,2,3,5,1,2,4,4,4,5,4,4,4,3,2,3,5,1,3,2,1,4,5,2
user6446,2,2,5,3,3,2,1,2,3,4,2,4,4,5,1,4,5,3,4,4,5,1,2,4,2,5,1,2,5,1,3,2,1,3,4
user6447,4,2,5,2,1,2,2,1,4,4,2,5,2,1,1,5,5,4,2,1,1,4,3,1,5,4,3,4,2,1,2,2,1,4,3
user6448,4,1,4,5,1,4,5,1,2,4,5,4,2,2,4,3,1,5,2,3,1,5,5,4,4,2,3,2,3,4,2,3,4,3,1
user6449,3,3,5,5,2,1,1,4,5,5,4,3,3,5,5,1,2,5,2,1,3,3,4,4,3,1,1,3,2,2,1,3,4,3,5
user6450,1,4,1,2,3,2,3,1,2,5,5,3,4,1,2,4,2,3,4,3,1,3,5,2,5,4,5,5,4,2,1,2,2,2,2
user6451,2,5,5,4,4,2,2,4,5,5,3,1,5,1,3,5,2,2,1,2,1,2,3,4,3,2,1,2,4,5,4,4,5,5,5
user6452,4,2,2,4,3,4,5,2,1,5,1,5,3,5,2,4,5,4,2,4,3,2,1,5,2,4,4,1,2,2,5,2,3,5,3
user6453,1,3,5,1,3,1,1,1,2,4,4,3,3,2,5,5,4,5,4,4,2,2,3,2,2,2,5,3,1,1,1,2,2,3,5
user6454,1,3,5,1,3,1,4,4,5,1,5,4,1,5,4,3,2,1,4,1,4,5,4,4,2,2,3,3,2,3,4,2,4,3,1
user6455,1,2,2,4,3,4,5,5,4,5,2,3,1,2,2,4,3,1,4,4,3,5,4,4,3,4,4,2,2,3,5,3,2,4,3
user6456,4,4,2,2,2,1,3,4,2,5,4,4,1,5,5,4,4,4,3,4,2,4,3,3,5,4,1,1,4,4,3,5,2,2,5
user6457,2,1,3,2,5,5,1,5,3,1,3,4,4,5,1,5,2,2,3,2,1,3,1,4,1,5,5,1,2,1,4,1,5,3,4
user6458,1,3,4,4,1,2,2,2,5,2,1,4,4,1,5,4,5,2,4,3,2,1,2,1,1,5,2,1,1,1,3,5,3,1,5
user6459,2,1,3,4,3,2,2,5,2,4,5,5,1,2,1,2,1,2,2,4,2,4,4,4,2,3,4,3,2,4,5,2,1,1,1
user6460,5,3,4,5,4,3,1,5,2,3,1,4,1,2,3,1,3,5,1,5,2,4,3,4,2,1,2,2,1,1,2,3,5,1,4
user6461,2,4,4,1,2,2,2,2,3,3,1,2,3,2,2,4,3,5,3,5,1,3,4,5,5,1,3,4,4,2,4,5,1,4,5
user6462,2,2,2,3,3,2,1,5,4,5,3,5,5,4,2,4,2,4,5,1,1,2,2,2,2,3,5,2,4,5,3,5,2,5,3
user6463,3,1,2,3,4,3,3,2,2,5,4,2,5,1,1,1,3,5,3,1,2,2,3,3,1,4,1,4,3,4,2,5,5,4,5
user6464,5,2,1,4,4,5,1,1,4,3,3,2,2,4,2,1,1,3,3,4,2,3,1,5,3,2,2,4,1,2,2,5,3,4,1
user6465,2,5,4,2,4,3,1,3,2,3,4,1,1,1,1,4,1,1,3,2,2,4,1,1,5,1,4,5,3,3,2,4,2,4,5
user6466,4,4,4,3,4,5,2,2,4,4,1,5,3,4,5,1,3,5,1,2,5,1,2,1,2,3,2,5,1,3,2,1,1,1,5
user6467,1,3,1,2,4,3,3,1,4,5,1,3,1,4,1,1,5,5,1,5,2,4,1,5,5,5,1,4,3,4,4,4,3,1,4
user6468,1,1,3,5,1,5,5,3,1,5,2,1,2,5,5,3,4,2,2,4,3,2,3,1,2,2,5,3,5,1,1,4,2,2,5
user6469,3,4,2,2,2,4,5,2,2,5,4,1,1,3,5,2,4,3,3,3,1,3,2,3,1,4,5,4,4,4,2,2,3,5,5
user6470,4,4,2,5,2,4,4,3,4,1,3,1,2,3,1,1,2,1,1,4,3,2,2,4,4,1,1,1,1,5,2,5,1,1,2
user6471,4,5,4,5,5,3,2,2,4,4,1,4,5,4,5,4,4,2,4,1,5,2,1,4,1,5,1,3,1,5,3,3,4,1,4
user6472,1,1,4,5,2,3,2,5,4,5,5,3,3,3,5,5,4,5,1,1,1,5,4,5,4,2,4,4,5,3,3,2,1,1,5
user6473,4,3,4,2,5,5,2,4,5,2,5,3,3,5,4,2,1,2,2,1,2,4,4,5,1,1,2,5,1,2,2,3,3,2,5
user6474,2,1,2,4,5,4,4,2,4,5,3,5,5,1,5,2,2,2,3,3,3,3,4,5,2,3,3,4,5,2,2,1,3,2,5
user6475,3,2,3,3,3,2,4,4,3,4,4,3,3,1,1,3,1,1,3,5,5,5,4,3,2,5,4,3,5,1,2,4,4,2,3
user6476,2,4,2,2,5,4,1,3,2,3,4,3,4,5,5,1,2,3,1,2,3,4,4,2,1,1,2,2,4,2,5,2,4,5,1
user6477,2,4,1,4,2,1,1,3,4,3,3,5,4,1,2,4,2,2,4,4,3,4,3,2,2,1,4,5,1,2,3,3,1,2,3
user6478,4,1,1,5,1,1,4,3,4,3,1,4,3,4,2,4,3,2,5,4,5,5,4,4,5,3,2,3,2,2,1,4,3,5,1
user6479,1,4,3,3,2,2,2,2,1,1,2,3,1,5,4,1,3,1,5,3,2,4,3,1,2,4,3,1,5,3,3,4,3,3,2
user6480,1,4,5,2,3,5,4,3,2,5,2,5,5,5,3,3,3,1,3,4,3,4,5,4,4,2,4,4,5,1,2,3,3,5,4
user6481,3,4,1,2,3,1,2,2,2,5,5,2,4,2,4,4,4,4,2,1,4,1,3,4,2,5,5,2,2,5,5,1,2,5,3
user6482,2,4,5,5,2,5,4,3,3,4,2,4,5,2,5,2,2,4,2,3,2,4,2,3,2,2,2,3,4,3,5,5,5,5,5
user6483,4,5,3,1,2,5,3,3,3,2,2,2,5,3,4,2,3,5,5,1,4,3,1,3,2,5,4,2,1,5,1,4,4,5,4
user6484,4,5,3,5,2,3,3,2,4,3,1,2,1,3,4,5,5,3,3,2,4,3,3,1,3,2,5,4,5,1,2,5,1,1,3
user6485,3,4,2,2,3,5,3,3,5,3,3,5,1,2,4,4,4,1,2,3,4,3,3,3,3,3,1,2,3,1,2,4,3,4,1
user6486,1,4,1,2,4,1,3,2,2,4,1,2,4,1,4,2,3,4,2,1,4,3,4,2,3,5,4,5,4,1,5,5,4,3,1
user6487,3,3,1,3,2,3,3,2,2,3,4,2,5,2,5,1,2,4,5,1,3,3,1,5,3,2,1,5,1,2,5,1,5,2,5
user6488,3,2,1,5,1,3,5,2,4,3,5,4,4,2,1,3,3,2,3,3,2,5,5,1,5,3,1,4,3,3,3,4,5,5,3
user6489,4,2,2,1,5,1,5,2,5,3,3,5,2,3,1,2,1,4,5,3,3,1,4,1,4,1,3,4,2,1,4,5,5,5,1
user6490,1,4,2,5,3,3,1,5,2,1,3,2,1,1,4,2,4,2,1,4,4,5,2,2,5,2,4,1,3,2,4,1,1,5,3
user6491,5,4,5,4,4,2,2,5,3,2,5,3,4,2,3,5,4,4,3,5,3,2,4,5,5,3,3,5,3,3,3,5,2,5,4
user6492,2,5,2,2,3,2,1,3,5,5,4,4,3,1,5,4,1,5,4,4,3,4,3,5,5,1,5,2,3,4,3,3,4,2,3
user6493,4,4,5,5,1,3,4,5,2,2,5,3,3,5,3,4,1,4,3,3,1,2,2,1,5,2,4,5,2,3,4,4,3,2,4
user6494,3,2,5,4,2,1,5,3,1,1,3,5,1,3,3,5,5,2,4,4,4,5,1,5,4,2,3,1,2,1,5,4,5,3,2
user6495,3,2,5,4,2,1,3,4,2,1,2,5,5,4,5,4,4,2,5,3,4,2,2,4,4,4,1,2,3,1,4,4,3,5,5
user6496,2,2,5,3,2,3,5,2,3,3,2,3,4,1,3,1,1,4,5,5,3,2,1,1,2,5,5,1,3,5,1,2,4,1,2
user6497,3,3,2,3,5,1,2,1,3,4,5,2,2,5,4,2,5,4,2,3,5,1,3,4,1,4,4,2,2,2,4,3,4,3,2
user6498,5,4,2,2,5,1,2,2,1,4,1,1,1,3,2,4,5,4,5,2,4,1,3,3,3,2,1,1,5,2,4,3,3,1,4
user6499,2,1,1,5,1,1,3,5,1,2,2,5,5,5,1,1,3,4,2,4,3,2,1,5,2,5,4,5,4,4,4,4,5,2,3
user6500,1,1,1,1,4,3,2,1,1,1,3,2,4,3,4,3,2,5,4,3,2,2,3,5,4,2,3,3,1,5,1,5,5,3,5
user6501,5,5,5,2,5,4,4,1,5,4,1,4,4,4,3,2,1,3,4,3,5,2,1,2,1,5,3,1,1,3,5,4,3,1,2
user6502,4,2,5,5,4,2,5,1,2,4,5,3,2,5,2,5,5,4,1,3,1,5,3,3,3,1,5,2,1,2,2,4,1,1,4
user6503,4,4,1,1,5,1,5,5,3,2,5,4,4,2,2,2,3,2,4,3,2,1,3,5,5,3,1,3,4,4,1,1,1,3,3
user6504,5,3,1,4,1,3,2,1,2,4,5,4,1,1,1,5,5,1,2,2,3,4,3,5,4,1,4,5,4,4,3,4,3,3,4
user6505,5,5,1,2,1,1,3,1,4,2,4,5,2,1,1,3,4,2,3,4,5,5,4,4,1,5,1,3,4,3,4,1,1,3,1
user6506,3,4,2,1,2,3,2,4,3,3,4,4,5,2,2,5,4,4,4,4,4,3,2,4,5,2,2,4,1,4,5,5,2,5,4
user6507,4,5,3,1,4,3,3,4,5,5,4,5,1,3,2,5,5,3,1,4,5,1,4,2,3,4,3,4,5,1,1,5,2,3,1
user6508,4,4,5,3,5,5,5,3,1,1,1,4,5,2,3,2,5,5,3,4,3,5,3,4,4,4,1,3,1,3,1,4,1,5,1
user6509,2,1,3,5,3,2,1,2,2,3,3,4,5,2,3,2,2,3,2,2,4,1,5,5,4,4,5,2,1,4,3,2,4,5,4
user6510,3,4,4,4,1,4,2,2,3,3,1,3,4,1,3,1,2,5,2,3,2,5,3,3,3,4,5,2,4,1,4,1,2,5,4
user6511,2,2,3,3,4,1,5,5,5,5,3,5,5,4,2,2,1,5,1,5,2,2,4,1,5,4,1,2,2,1,4,3,3,2,1
user6512,3,5,5,1,3,5,2,1,4,4,1,3,3,3,2,2,3,4,1,5,2,5,2,1,1,2,2,1,2,1,3,4,3,2,2
user6513,1,5,4,2,1,3,5,3,5,4,2,1,3,5,5,5,1,2,4,5,1,4,3,4,4,2,5,2,1,1,3,4,4,2,1
user6514,4,4,2,5,3,1,4,1,5,4,5,1,3,3,3,2,5,3,5,5,1,4,5,3,2,4,3,1,5,4,4,4,4,2,3
user6515,1,4,5,1,2,2,1,5,4,2,3,5,4,2,1,3,4,3,5,5,1,4,4,3,2,4,2,5,1,4,5,3,1,4,4
user6516,3,3,2,4,3,2,4,3,4,1,2,2,2,1,1,1,5,2,2,4,1,2,2,1,3,1,5,5,4,1,4,4,5,3,1
user6517,3,2,5,2,1,4,2,5,1,1,2,3,5,3,3,4,2,2,1,4,2,4,4,4,5,5,1,1,3,1,4,3,5,3,5
user6518,2,2,5,4,4,5,5,1,4,2,3,2,4,2,1,5,2,3,1,2,2,2,1,5,2,5,4,3,3,2,2,2,4,3,3
user6519,1,5,1,1,3,4,3,2,3,1,2,5,1,4,1,3,1,1,2,5,4,3,5,2,4,2,5,5,3,2,1,1,3,5,1
user6520,1,2,4,1,1,4,4,1,4,5,1,4,3,4,3,1,5,4,2,1,4,4,1,1,5,4,3,3,5,1,4,2,2,2,3
user6521,5,1,2,2,4,2,4,3,5,1,1,5,4,2,1,2,3,4,1,5,1,3,5,1,5,1,2,2,1,3,3,4,2,2,4
user6522,4,2,2,2,2,1,4,4,4,4,1,1,4,2,2,4,3,3,4,3,4,3,1,2,3,5,2,4,5,3,1,4,5,2,5
user6523,3,5,2,1,5,4,3,5,1,2,3,5,2,5,5,1,5,3,3,5,3,3,2,4,2,2,1,5,4,1,2,1,5,2,2
user6524,3,3,5,4,5,1,4,4,5,2,4,3,1,3,4,3,4,4,3,3,2,2,2,1,3,3,2,1,1,1,1,1,3,2,3
user6525,4,1,5,3,2,5,2,5,2,1,3,1,5,4,4,2,4,4,5,4,1,4,1,4,4,5,2,3,2,3,2,2,2,4,2
user6526,1,5,1,4,2,2,2,4,1,3,3,3,5,4,5,2,2,4,3,5,3,4,3,5,2,5,5,4,4,3,4,1,3,3,5
user6527,1,2,5,5,4,2,2,1,2,1,5,1,2,3,3,4,5,3,1,1,3,3,3,1,3,4,2,2,2,5,1,5,4,1,5
user6528,1,2,1,1,4,4,3,1,4,1,5,2,5,4,4,1,4,3,4,1,2,5,1,5,2,1,4,1,4,4,4,5,1,5,2
user6529,4,2,5,5,4,3,2,3,3,4,3,2,5,3,1,5,1,1,2,2,5,1,1,4,1,5,3,4,2,4,1,5,3,1,5
user6530,3,5,5,3,5,3,5,2,3,4,5,2,3,4,1,4,3,3,4,4,4,3,2,1,1,4,3,1,4,2,5,2,1,5,2
user6531,1,5,1,4,4,1,3,4,5,1,5,2,5,1,2,5,3,5,5,5,1,1,4,5,1,5,1,1,5,2,1,4,4,2,1
user6532,3,4,4,4,2,4,2,4,4,2,1,1,1,1,2,3,1,1,5,3,2,3,1,4,2,4,3,1,5,5,1,3,2,1,1
user6533,5,2,1,3,4,2,5,4,1,2,3,4,5,2,1,1,3,5,4,2,5,1,4,2,4,3,4,3,4,5,2,2,1,3,5
user6534,1,3,3,2,4,3,4,3,4,2,4,5,3,5,4,5,1,3,1,4,5,1,4,3,5,4,4,2,1,4,1,5,5,4,1
user6535,3,1,4,2,2,1,3,1,3,1,2,3,5,2,4,5,2,4,2,5,3,1,4,4,4,3,2,5,4,4,3,2,2,5,4
user6536,3,1,2,1,2,3,5,1,4,4,4,1,5,1,5,1,2,4,3,2,2,1,1,3,3,3,4,4,3,3,1,5,4,5,5
user6537,3,2,5,5,1,5,4,5,4,2,3,4,1,4,4,3,5,1,1,3,3,4,4,4,5,4,5,2,4,1,5,1,5,3,5
user6538,4,4,2,2,5,4,3,1,5,4,3,5,2,2,5,3,3,2,1,5,5,1,1,3,5,3,2,5,1,1,3,1,4,4,5
user6539,1,2,5,3,2,3,1,1,2,1,3,4,2,2,5,1,2,5,2,1,3,2,1,3,1,3,5,4,5,1,4,2,2,5,5
user6540,5,4,4,1,4,4,1,3,5,2,5,1,3,3,3,3,2,3,1,2,4,3,1,3,3,3,4,4,4,3,2,5,1,2,5
user6541,1,3,3,5,3,3,4,5,3,3,3,1,2,1,2,1,5,4,4,5,4,2,2,4,1,1,4,4,4,4,3,3,5,5,2
user6542,5,4,5,4,1,1,5,1,1,2,2,1,5,1,5,2,5,4,1,4,3,5,5,2,1,1,2,2,4,3,4,3,4,4,3
user6543,1,2,5,2,2,5,3,1,1,4,1,3,4,3,2,2,1,2,2,4,1,1,4,5,5,2,2,1,2,4,3,4,2,3,4
user6544,5,3,5,1,5,1,5,5,4,3,2,1,1,4,2,5,3,3,1,3,4,2,5,2,4,2,1,5,5,5,4,3,2,5,5
user6545,1,3,2,4,4,4,1,4,2,4,2,1,4,4,2,5,1,3,5,2,5,4,1,4,4,5,4,5,5,3,4,2,3,4,4
user6546,4,2,4,3,4,4,3,2,2,1,5,3,5,5,3,3,2,3,2,5,5,1,5,2,2,3,2,2,5,5,2,3,5,3,5
user6547,2,3,1,3,5,4,5,5,2,1,2,4,2,5,2,2,5,2,5,2,4,1,5,1,3,4,3,5,5,1,3,5,4,5,3
user6548,3,5,4,5,2,4,3,4,5,3,5,5,3,1,1,2,1,4,3,3,1,4,2,5,1,1,5,5,1,2,5,4,4,2,4
user6549,2,5,5,4,4,1,3,3,2,2,1,4,3,1,1,1,1,2,2,4,4,2,1,5,1,4,2,2,1,4,5,3,1,3,4
user6550,3,1,4,4,4,5,5,5,5,1,4,2,5,1,4,3,3,1,2,2,4,1,5,1,4,5,3,1,4,4,1,3,4,3,4
user6551,3,5,4,4,2,5,3,5,5,5,3,5,1,5,3,3,5,1,1,2,5,1,4,4,1,4,4,3,2,4,4,3,4,5,4
user6552,1,5,2,1,4,5,2,2,2,3,4,3,2,4,3,2,1,4,1,2,3,3,1,3,2,2,1,1,2,3,1,1,4,1,2
user6553,1,2,1,1,5,2,2,1,3,5,4,5,4,5,5,1,3,5,4,5,1,5,5,4,5,1,4,1,5,2,4,5,5,2,2
user6554,2,4,5,5,1,1,5,2,5,3,1,4,2,5,3,5,1,5,1,3,1,1,5,3,2,5,1,3,1,5,5,4,1,4,1
user6555,3,5,1,2,5,2,2,2,1,1,3,5,3,4,3,5,1,3,2,3,5,2,1,4,4,2,5,3,2,3,1,3,5,2,2
user6556,3,3,5,1,4,4,5,5,1,4,1,2,1,5,1,5,1,3,3,5,5,1,5,2,4,1,3,2,1,2,4,3,2,4,5
user6557,2,1,3,4,1,3,5,1,1,4,4,5,3,4,4,5,1,4,5,2,2,3,3,4,2,2,1,2,1,3,2,2,5,4,4
user6558,2,1,5,2,4,5,2,2,2,4,2,4,3,5,5,5,2,2,1,3,4,1,3,3,2,3,3,1,3,2,5,4,3,3,3
user6559,3,1,4,4,5,1,2,3,3,4,2,5,1,2,1,1,2,2,3,1,5,1,3,4,5,3,2,4,1,1,4,1,2,2,2
user6560,3,3,3,2,2,4,5,1,2,1,2,2,1,5,3,4,4,4,2,4,2,4,2,4,3,3,5,2,5,2,5,1,2,5,4
user6561,2,4,1,3,5,2,2,3,2,3,2,1,3,2,3,1,2,1,3,3,4,4,2,1,4,5,4,2,2,4,4,4,3,3,5
user6562,5,5,4,2,4,1,5,5,2,1,5,3,2,2,3,3,5,3,4,5,4,2,2,2,4,1,5,3,5,4,1,5,5,1,4
user6563,3,5,1,4,2,4,3,4,4,3,3,5,5,3,1,3,2,2,4,4,3,4,4,3,2,3,3,5,1,3,1,4,1,5,4
user6564,4,1,4,4,1,2,4,3,1,4,3,5,3,4,3,4,2,1,3,3,5,3,1,4,2,4,1,1,2,4,4,5,2,5,3
user6565,4,2,3,3,2,3,1,5,3,2,2,5,2,3,2,3,4,2,4,4,2,2,2,3,1,2,1,2,5,2,1,5,5,1,2
user6566,2,3,1,5,5,5,5,1,4,5,3,1,2,4,1,1,4,2,3,3,5,4,4,2,3,4,4,2,3,1,4,2,2,3,4
user6567,3,4,3,4,1,5,2,4,2,2,1,2,5,3,5,5,3,1,1,1,5,1,2,1,4,4,4,3,5,1,5,4,2,3,2
user6568,1,1,4,2,3,1,2,4,4,1,1,2,5,3,5,1,2,3,2,5,1,5,4,5,5,5,1,2,4,5,5,3,1,4,4
user6569,5,1,1,4,3,4,3,2,4,1,2,3,2,5,2,3,1,1,3,2,5,3,1,4,5,5,1,4,1,4,4,1,1,4,2
user6570,5,2,1,5,5,4,4,5,3,1,2,3,3,4,4,4,1,5,5,4,3,4,1,2,3,1,5,2,5,5,3,1,2,2,2
user6571,1,3,1,2,5,4,3,4,4,1,5,2,4,5,5,4,3,2,4,1,4,5,2,2,1,1,4,4,1,3,2,1,5,3,5
user6572,2,1,3,5,5,5,5,3,1,2,5,2,4,4,3,3,3,5,5,1,5,4,2,3,5,3,1,5,2,4,5,3,3,1,4
user6573,4,1,3,2,2,5,2,2,4,3,1,3,1,5,4,3,3,5,5,1,2,2,1,5,1,3,2,5,5,4,1,5,2,2,5
user6574,5,3,1,2,2,3,1,2,3,3,2,4,3,1,2,2,2,2,4,1,3,4,4,3,3,2,4,1,3,3,1,4,2,3,1
user6575,5,3,5,2,5,4,3,5,3,3,5,5,5,4,1,2,5,4,3,5,5,3,3,5,3,5,2,1,1,3,1,1,4,3,4
user6576,5,4,4,1,2,3,3,5,2,2,2,2,5,3,4,4,2,3,2,5,1,1,5,2,5,1,1,2,2,5,4,4,2,3,2
user6577,3,2,4,3,5,4,2,3,4,2,4,3,1,2,3,1,5,3,5,5,5,2,3,2,2,3,2,4,1,5,5,1,3,5,1
user6578,5,1,3,2,5,5,4,5,4,5,4,3,4,5,2,3,2,1,2,2,3,5,1,3,5,1,1,4,3,2,3,5,5,2,5
user6579,2,3,5,4,4,5,5,3,5,1,4,3,3,5,1,1,5,5,5,3,2,3,2,5,3,1,1,1,4,3,3,2,5,3,1
user6580,2,3,3,3,5,3,1,1,2,5,1,1,3,2,1,4,1,4,2,5,1,1,5,4,3,3,5,2,3,2,2,1,3,5,2
user6581,1,4,2,1,4,1,2,4,5,5,3,1,4,4,4,4,3,4,3,2,4,2,4,5,5,3,2,2,1,2,5,5,4,5,5
user6582,3,3,5,1,4,5,3,5,4,5,3,1,2,4,4,5,4,3,3,5,2,4,4,1,3,2,2,1,1,1,2,3,1,1,2
user6583,2,4,1,3,2,4,3,5,4,2,4,4,4,2,3,3,1,3,5,5,5,2,3,1,2,1,2,1,1,2,5,4,2,3,2
user6584,2,1,1,2,2,2,4,1,4,2,1,1,5,4,2,4,3,4,3,5,3,2,4,1,4,5,1,5,5,2,5,5,5,5,3
user6585,2,4,2,2,3,3,5,1,5,3,4,2,2,2,4,2,5,2,1,2,5,4,5,5,3,3,3,4,4,2,5,2,4,3,5
user6586,4,4,4,2,4,4,4,3,4,3,5,5,1,1,1,3,4,4,5,4,2,5,4,2,5,2,4,4,4,3,1,2,5,1,2
user6587,4,2,1,2,1,4,3,3,5,1,4,5,3,4,5,2,1,3,3,4,1,5,1,5,4,3,3,1,5,1,4,2,1,3,4
user6588,4,4,3,3,2,1,4,5,3,2,1,5,4,4,4,5,5,5,5,1,5,2,1,4,2,3,2,3,4,2,1,2,5,2,2
user6589,3,1,1,4,1,1,5,2,3,5,2,2,2,3,1,1,2,5,5,1,1,5,4,5,4,5,2,3,2,5,4,4,1,2,3
user6590,5,5,4,1,1,1,1,3,4,3,1,1,4,3,4,1,1,4,4,4,4,1,5,1,4,4,3,3,1,3,4,2,5,3,1
user6591,2,3,1,3,4,5,3,5,5,4,1,4,4,1,4,1,5,4,4,1,5,4,1,3,2,1,4,3,2,4,4,1,1,5,1
user6592,3,4,2,5,1,3,2,4,1,3,1,1,1,2,2,2,3,1,4,1,2,2,3,2,2,3,2,2,5,3,3,2,2,4,4
user6593,1,2,4,4,3,4,5,2,3,2,5,5,2,4,1,3,5,5,5,1,2,4,4,3,1,1,3,5,4,1,1,4,2,5,4
user6594,3,1,2,1,1,3,4,4,5,4,4,4,2,2,1,3,3,4,5,1,5,1,3,5,4,3,5,4,3,5,2,2,2,2,1
user6595,1,3,5,1,3,2,3,2,4,5,2,5,1,2,4,2,3,3,2,3,3,3,2,4,5,5,3,4,5,1,1,1,5,1,1
user6596,1,4,4,3,1,5,1,3,5,3,5,2,5,4,4,5,2,5,5,4,5,3,2,3,5,1,2,1,3,2,1,2,5,4,2
user6597,4,3,5,2,1,2,3,4,3,5,4,2,1,3,2,3,4,2,2,4,1,4,3,4,2,5,1,2,3,5,1,1,4,3,4
user6598,4,4,1,4,1,3,5,2,5,2,3,5,3,1,1,4,1,5,1,2,4,2,5,2,5,4,4,1,3,5,3,5,1,1,5
user6599,2,4,3,3,5,2,4,4,4,3,4,4,5,2,1,3,1,2,5,4,5,5,4,4,5,1,1,4,1,1,3,2,5,4,1
user6600,2,3,3,4,3,2,5,5,5,2,3,3,5,3,2,3,1,4,5,2,1,5,5,3,1,4,5,3,4,1,4,5,5,4,2
user6601,3,1,1,3,2,5,3,2,3,3,1,5,4,2,1,4,4,3,1,2,1,4,5,3,2,2,1,2,1,4,4,3,2,3,5
